site	CL	Q	A
화성	CL2	Q3	"1) 부족한 보상 : 리더들의 시야가 좁다고 생각된다. 분석, 마이닝에 근거한데이터만을 회의에서 써서 그런가? 나머지는 당연히 될꺼라고 생각한다. (특히 양산관련업무들, WF, PKG양산) 그 당연할걸 누구한테 물어야할지도 모르겠고 메뉴얼조차 없다. 그래서 다들 구전을 통해서 양산을 배운다. 그게 내 능력으로 비춰지는게 너무 싫다.

2) 업무 강도차이 : 솔직히 PJT당 50%가 상위고과를 가져간다면 당연히 칼퇴가 보장된 PJT를 선택하지 않겠는가?

3) 조직문화 : 후배 성장에 관심이 없다. One on One이 중요한 게 아니라 애들이 다른데 가서도 제 몫을 하는 사람으로 만들어야지, 그저 언제 완료 되냐만 묻는다."
화성	CL3	Q3	사고는 다른곳에서 치고 항상 문제 해결을 위해서 일은 우리가 한다. 그리고 사고 친곳에서 우리의 일정을 관리 한다. 그 일정에 우리가 바쁘게 일하고 야근하면, PE팀이 당연히 해야 할 일을 한 것으로 간주 된다. 사고가 없으면 할 필요 없는 불필요한 일을 사고 처리 하기 위해서 한 추가적인 일인데... 다른 분석을 하고 다른 일을 할 수 있는 리소스를 소비하게 된것이다
온양	CL3	Q3	"1. 근무 환경 : 온양 배치 후 화성에서 근무하는 것이 어렵기 때문에 잡포를 통해 근무 장소 변경함

2. 대인관계 및 조직문화 : 상급자에 의해 부서 분위기가 결정됨. 상급자가 중심을 잡지 못하고 본인 기분에 따라 행동하거나, 업무방향을 명확하게 지시하지 못할 경우, 부서원들만 죽어남"
화성	CL2	Q3	"1. 이전 고과산정 방식에서 평가자가 '어쩔 수 없이' 업무시간으로 고과를 줬다는 말을 들었습니다. 상위 고과의 기준이 업무의 퀄리티나 중요도 보다는 업무 시간인 것 같아 많이 실망스러웠습니다. 

2. 저는 양산업무는 아니지만, 양산업무를 하시는 선후배분들을 지켜보는 입장에서 과하게 많은 업무가 치중되어 있는 것 같습니다. 또한 긴급이라는 명목 하에 일의 연속성 없이 일시적인 대응을 해야 하는 탓에 성장이나 발전의 기회가 없다는 불만을 많이 들었습니다."
화성	CL2	Q3	양산 PE, 개발 PE로 나눠야 한다.
화성	CL4	Q3	"제품 업무 중 부서간 경계에 있는  애매한 경우에 PE가 하는 경우가 많다. 그리고 타부서가 은근 협박하는게 임원 넣고 메일 보낼게요. 하는 경우가 비일비재한데, 

보통 우리팀 역대 임원분들은 부서간 아규가 생기면 담당자를 은근히 비난(?)하는 경우가 많았던 것으로 기억함."
화성	CL2	Q3	"1) 성장기회 : 교육보다는 무조건 업무 분위기에 그저 나중은 생각하지 않고 눈 앞에 일만 당장 해결 하는 게 강합니다.  

2) 조직문화: 여전이 업무시간으로 평가를 받는 느낌을 받고 있고, 야근 눈치도 보고 있습니다. 물론 그보다 절대적 일의 양이 많기도 합니다.

현재 팀의 구조를 보면 업무량은 팀의 여러 방향에 따라 exp로 증가하고 있는데 실제 일하는 사람은 증가하고 있지 않습니다.

신입사원을 많이 받아서 키워서 진행하려고 한다고 하고 있지만 신입사원을 키우는 것 또한 현재 가장 많이 일하고 있는 사람들의 업무입니다."
온양	CL2	Q3	"1. 조직문화 : 자율 출퇴근이라지만 암묵적으로 정해진 출/퇴근 시간 존재.

2. 팀의 위상 : 양산 업무 진행 시 PE팀이 맡는 롤은 많은데, 인정은 못받고 책임은 질 수 밖에 없는 구조.

3. 근무환경 : 온양 Site 근무 --> 신입사원이 DRAM PE팀을 기피하는 이유 중 가장 큰 부분을 차지."
온양	CL2	Q3	부서 분위기, 업무 강도, 회사 생활 모두 만족스럽지만, 결혼을 앞두고 거주지에 대한 현실적인 고민 때문에 고려 중
온양	CL3	Q3	"1) 업무 강도 차이 : 이건 좀 극명하게 나뉘는 척도를 볼 수 있는게 신입사원 배치 시 선호/비선호 PJT 입니다. PJT별 업무 강도가 너무 크니까 아무것도 모르는 신입사원이 들어와서도 특정 PJT는 일이 많으니 가기 싫다는 말이 나오는 정도이며, 임원진/PL도 알지만 방치? 하는 거라고 보입니다. 

2) 팀의 위상 : PE팀 업무 특성상 매우 여러 부서와 업무 바운더리가 걸쳐있다 보니 타부서 대응이 많고 거기서 발생하는 업무적 스트레스도 많은 편입니다. 특히 양산은 매번 평가 등으로 요청해야 하는 부분이 많은데 요청을 하니까 을의 입장이 될 수 밖에 없습니다."
온양	CL2	Q3	"근무환경 : 근무지 매우 불만족

수도권 선호도가 높아지는 만큼 PE팀이 온양 근무지를 가지고 있는 한 매력도는 점점 떨어질 거라 생각함. 주거정착을 하지 않은 저년차 인력 유출은 주변을 둘러봤을 때 점점 더 많이 발생핧 것으로 보임. 그걸 지켜보는 입장에서, 저도 계속 이 부서에 있어야겠다는 생각은 점점 사라집니다."
화성	CL2	Q3	.
온양	CL2	Q3	ot시간으로 눈치주기, 수직적인 구조, 온양 캠퍼스
화성	CL2	Q3	직무별, 프로젝트별 업무강도의 차이가 크다.
온양	CL4	Q3	팀의 위상 : 팀의 위상은 낮은데 높일려는 무리한 시도를 통한 스트레스.  그냥 우린 개발실 3인자 인정합시다.
화성	CL4	Q3	..
화성	CL2	Q3	.
온양	CL3	Q3	"1) 부족한보상 :  하루종일 양산업무만 해도 시간이 부족한데, 양산업무는 업무가 아니라고 한다. 팀장이 바뀌면 온양 업무는 늘 비판의 대상이 되어 정체성이 없다.

2) 팀의위상 : 각 부서간의 역할이 있을텐데, 왜 PE가 제조부터 출하까지 다 관여하고 있는지 모르겠다. 명확하지 않은 업무 영역으로 인해 책임은 무한대로 커지고, 타부서의 모럴해저드 야기 및 타부서로부터의 갑질까지 당하는 일이 일상이다.

3) 업무적성 : 기술의 발전 속도가 내가 습득할 수 있는 지식과 업무노하우의 속도를 늘 앞서가는게 늘 너무 힘들고 괴롭다."
온양	CL3	Q3	"1) 부족한 보상 : 온양 Site의 정체성은 PKG 양산 업무인가요? 그렇다면 현재 양산 업무는 인정받고 있나요?

2) 근무 환경 : DSR에 비해서 온양 Site가 나은 점은 햇빛을 많이 본다는거 빼고는...?

3) 성장기회 : 최근 3년간 성장기회를 잡은 인원 List를 먼저 공유해주시는 것이, 화성과 온양의 차이가 있는지 없는지"
화성	CL2	Q3	EDS업무가 PKG에 비해 너무 많습니다
온양	CL4	Q3	"1)팀의위상 : PE팀의 업무범위가 넓다. 사고대응/신제품/양산 업무만으로도 할일이 많은데 인정받지 못하고, 매번 평가때 논문,특허,혁신,창의,보고,발표 등등으로 평가의 기울기가 치우쳐있어보인다. 이로인해 팀을 상징하는 PE업무가 팀원 스스로 자부심을 가질수 없는 업무가 되어버림.

2) 부족한보상 : 상동

3) 업무강도차이 : 물리적인 시간을 많이 투자 해야하는 양산업무는 인정을 받지 못해 더욱 불만이 많아지는것 같다. DM,TSL,IDS,정책연구 등등 다들 힘들겠지만, PE고유업무의 보상이 높아지면 업무강도의 차이도 수긍할것같다."
화성	CL2	Q3	EDS Engr는 양산관련 PGM변경이 Main이 되고있고 , 테스트기술그룹과 같은 전문성이 부족하여 PGM다루며 사고위험이 있으며, EDS팀 , 타팀에 항상 부탁,요청하는 을의 입장이라는 생각이 듭니다.
온양	CL4	Q3	PE팀이 양산환경에서 파생되는 업무들이 많음 (수율,품질,평가,이상처리,RJ정리,설비횡전개, 환경성/제품성 구분)
화성	CL2	Q3	프로젝트별로 상이한 근무환경 ( 업무시간, 해피데이 문화 등 )
화성	CL4	Q3	수도권(도심권) 근무 선호하여 입사 지원 했지만(경쟁사는 시골) 원치않게 온양 배치 될 수 있고, 개발실 소속 이지만 상당수의 업무가 양산관련 업무이며, Project 배치후 WF 직무로 배정 받으면 PKG 직무로 전환하기 어렵다. EDP, Mobile 제품간 이동 인력도 많지 않다.
온양	CL4	Q3	"1) 부족한 보상 : 양산 업무와 가술(분석 등) 업무에 대해 우열이 존재함. 양산 업무 담당자에 대한 인정과 성장이 필요한 것 같음. 현재는 양산 업무는 저성과이고 기술 업무가 진짜 업무라는 분위기가 있는데 두 가지 업무는 서로 다른 영역이라고 생각함. 차라리 양산 업무에 대한 전문성에 집중하고 양성했으면 함. 

2) 팀의 위상 : 위상이라고 하기에는 맞지 않을 것 같지만, FAB-EDS~Assy-PKG test-MVP-MDL 공정에서 많은 부분에 관여 되어 있기 때문인지 떠 밀려 일하게 되는 경우가 종종 있고, 문제가 생기면 책임에서 자유롭지 못한 것 같음. 우리 롤과 서포트 영역에 대해 가이드가 있으면 좋겠음."
화성	CL3	Q3	"워낙 PE팀의 업무 스펙트럼이 넓다보니, 알아야 할 것도 많고, 접촉하는 부서도 많습니다. 

관련부서와의 협업이 많을 수록 업무 R&R 이나 SOP등 부가적으로 검토해야 할 것도 많고, 

관련 부서와의 의견 차이도 많이 발생할 수 밖에 없는 상황 자체가 머리로는 이해되도 감정적으로는 힘들때가 많은 것 같습니다."
온양	CL2	Q3	온양사업장 근무자의 경우, 환경적인 측면에서 단 하나의 메리트도 없다고 생각합니다.
화성	CL2	Q3	"팀의 위상: 타 부서에서 불필요한 요청이 많이 들어옴

성장기회: 교육이나 선배님의 지도(?)가 없으면 혼자만의 힘으로 성장하는데 한계가 있는 업무임

기타: 10년 뒤 미래를 생각하면 긍정적인 이미지가 그려지지 않음"
화성	CL2	Q3	산업공학과 데이터 사이언스 직무로 입사하여 제품에 배치가되어 스트레스가 극심함
온양	CL2	Q3	"1) 조직 문화 : 자율 출퇴근이지만 결국 눈치가 보이며, 야근을 많이 할 수록 인정받는 분위기가 있음

2) 근무 환경 : 원하지 않는 온양 캠퍼스에 배치 받은 현실, 열약한 사무환경, 부족한 지역 인프라, 화성과 대비되는 차별 존재 

                          메모리 사업부지만 존재하지 않는 소속감, 매번 설명 해야하는 근무지 환경, 

3) 강압적인 세미나 : 다수의 세미나가 존재하며 막상 세미나를 개최하면 제대로 듣지않는 것이 현실"
화성	CL4	Q3	"2)팀의 위상 :  대외 부서 간 접점이 많이 있다 보니 ,  업무에 대한 명확한 선이 없어서 PE가 다 해야 한다는 대외 부서 인식,  

PRA 및 Sample 대응 시, 일정 관리 부분은 담당 부서가 있음에도 PE에서 대응해야 한다는 유관 부서 및 상위 관리자의 묵시적 시선"
화성	CL2	Q3	"(1) 양산 업무로 인해 기본적으로 써야 하는 시간이 많지만, 인정을 제대로 해주지 않고 (PE팀 내부에서도) 양산 업무를 당연한 업무라고 생각하는 경향이 있다.

(2) 하급자에게 심하게 대하는 경우가 있다. 본인은 좋은 PL/TL님을 만나서 다행이지만, 옆 파트만 해도 너무하다 싶은 정도의 내용이 들려오는 경우가 있다.

(3) 상급자의 성과 가로채기가 존재한다. 개발/분석은 후배가 다 하고 데이터 가져오라는 선배가 PPT만 만들어서 본인 업적인 것처럼 하는 경우가 있다."
화성	CL4	Q3	.
화성	CL4	Q3	원류 부서가 아니다 보니 대외적으로 인정받기에 부족한 면이 있음
화성	CL2	Q3	-
온양	CL2	Q3	"근무환경) 온양 <-> DSR간 소속된 사업부가 다르게 느껴지고, 온양 TSP에서 지원받는건 못받고, 그렇다고 DSR(메모리)에서도 굳이 찾아가며 챙기는것 같지 않다.

                   기존 사원들은 사실상 익숙해져서 불만이 없을수있겠지만, 신입사원이나 저년차 입장에서는  차별 혹은 박탈감이 느껴질수있다.

강도차이) 모든 PJT다 열심히하고 자기일에 최선을 다하는것은 맞지만

                   신제품&양산 제품을 맡고 있는 PJT는 FAB일정에 맞추고, 평가일정에 맞추고 하다보면 업무시간이나 피로도가 누적되서 힘들다고 느끼는 반면, 시스템을 만들거나 일정에 쫓기지 않는부서는 늦지도 않고, 양산물량 받아낸다고 대기하는것도 없고 등등

                   보상은 같은데, 상대적으로 워라벨을 맞추기 어렵게 되어 박탈감이 크다."
화성	CL2	Q3	1) 성장기회 : 교육을 가도 눈치보이는 문화 / 2)조직문화 : 퇴근시간, 초과근무시간으로 평가는 하지 않는다고 하지만 눈치보이게 하는 문화, 일하고싶은 Project보다는 강제성을 띈 팀내 Job이동/ 3)대인관계 : 수직적
온양	CL2	Q3	"근무환경 : 같은 메모리 개발실 소속으로 속해있지만 화성 / 온양 근무로 인한 박탈감이 느껴집니다. 

화성에 비해 온양의 지역적인 인프라 부족으로 지난번 조사에서 건의한 KTX비용 지원 등이 역차별이라면  애초에 온양 근무지 자체가 화성 근무지에 비해 차별이라고 생각되는데 기저에 차별이 이미 존재하는거 아닌가 생각됩니다.

추가적으로 매번 설문조사를 통해 지역적인 부분에 대한 박탈감을 어필하여도 구체적인 해결책이 제시되지 않는 점 또한 얘기조차 없는 점도 팀의 매력을 떨어뜨리는 부분 중에 하나라고 생각합니다."
화성	CL2	Q3	없습니다.
화성	CL4	Q3	정답=답정
온양	CL2	Q3	"1) 부족한 보상 : 프로젝트 성격별로 맡은 일들이 다르고 그에 따라서 다른 평가가 되어야 하는데, 그게 잘 반영안되는 것 같다. 눈에 보이는 성과가 큰 조직만 많은 인정을 받는다면, 그 이외의 조직에서는 자기 업무를 해내겠다는 의지가 떨어지는 게 당연하다.



2)업무 적성: 모든 사람은 장점이 있고 그게 팀에서 쓰일 수 있게 발휘되는 것이 시너지 효과가 있다고 생각하는데, 팀에서 추구하는방향에만 일방적으로 맞추도록 강요하는 분위기



3)근무 환경: 모두가 같은 평가 프로세스로 같은 팀에 들어왔는데, 근무지의 차이가 상대적인 박탈감을 느끼게 한다. Site에 따라서 교육이나 업무에 대한 기회, 에듀센터에 대한 접근성, 업무 환경 등에 차이가 있고, 팀내에서도 Site가 다른 것에 대해 안타깝다는 분위기가 이미 조성돼 있다."
화성	CL2	Q3	PE 업무가 생각보다 제한적임.
화성	CL4	Q3	"팀의 위상

PE 업의 본질 문제일 수도 있지만, 동네북같은 느낌이다."
온양	CL2	Q3	온양이라는 근무지 Site 자체가 나중에 수도권에서의 생활을 꿈꾸는 제게 너무 큰 제약으로 작용합니다. 수도권 생활을 하면서 온양으로의 출퇴근을 하려면 선택지는 매우 소수 밖에 없고 그 마저도 출퇴근에 많은 시간을 할애하게 해 피로도 축적 및 안 좋은 결과가 예상되어 답답합니다.
화성	CL3	Q3	"역시 온양의 존재이다.

온양근무자의 피해의식은 날로 커져만 가고

신입들은 기피하고 

팀을 나누던가 다 올리던가

특단의 조치가 필요한 때가 왔다."
화성	CL2	Q3	"성장기회: 교육시간에 교육을 듣기 힘든 무늬만 교육

강도차이: 부서간 워라밸 차이가 크다

조직문화: 5시 정시퇴근은 먼 나라 이야기, 예기치 않은 야근이 많다"
화성	CL3	Q3	쓸데없이 생산성도 없으면서 무조건 야근 시간을 채우는 사람들이 많습니다.
온양	CL2	Q3	"1) 말 조심 안하는 사람들 : 후배가 본인생각과 다르게 일을 하면 , ""대화""를 하려 하지 않고 ""막말"" 부터 하는 사람들이 있습니다. 언어 폭력은 신체 폭력과 달리 티가 나지 않아 사람들이 신경을 잘 안씁니다.   EX) 이런 식으로 밖에 못하냐 / 이 것도 모르냐 

2) 후배 에게 잡일만 넘기는 사람들 : 후배의 성장에 관심없고 잡일 넘긴 뒤 본인 실속,워라밸 챙기는 사람 있습니다.

3) 양산 업무 보상 : 양산 업무를 하게 되면 한번에 하나의 일에 집중 하는 것이 불가능 해집니다. 긴급 업무도 많아 정말 스트레스 많이 받습니다. 긴급 물량 대응 하느라 뛰어다니는 일도 있는데  티도 안나고 보상도 부족하구요."
온양	CL2	Q3	1) DRAM PE팀 업무 자체가 너무 방대해서 다른 팀 업무까지 알아야될 부분이 너무나 많습니다. 2) 내가 이 연차에 이 정도의 역량 수준이면 되는지가 의문입니다. 연차에 맞는 직무교육 좀 만들어주세요. 3) PL님이 너무 하나하나 신경쓰려고 하셔서 힘듭니다. 4) 인원은 한정적인데 담당하는 제품이 너무 많습니다. 5) 타부서와 협업할 일들이 많아 피곤합니다.
온양	CL3	Q3	업무적인 부분보다, 타부서와의 관계에서 제일 낮은 곳에 위치해있는 느낌이 든다. 힘이 없다는 느낌이 들고 휘들린다. PE 주도하에 진행되는 게 아닌, 제조/운영 주도하에 PE의 업무가 결정되는 느낌이 든다.
온양	CL2	Q3	온양 사업장 근처 인프라 열악, 각종 사내 복지/행사 참여 불가로 인한 소속감 저하
화성	CL4	Q3	"수율과 생산성에만 치중 되어 미래를 위한 요소기술 개발에 관심이 적음. (현재 발생하고 있는 문제를 해결하는데 도움이 되는 것만 업무로 인정됨)

프로젝트간 정보 공유도 안되고 단절되어 있음."
온양	CL3	Q3	"- PJT 별 업무 강도 : 어느 조직은 OT를 채우기 위해 일이 없어도 돌아가면서 자리를 지키고, 어느 조직은 일하다 지쳐 지쳐 퇴근하기를 수년을 해왔는데, 이제 와서 이런 설문을 하는 이유는 뭘까요? 바꿀수는 있는건가요?

- 근무 환경 : 잡포가 활짝 열린 마당에 이제 부서 이동은 더더욱 많아질테지요, 대인관계는 어떻게든 극복한다고쳐도, 지역적인걸 해결할 수 있을까요?"
온양	CL2	Q3	"팀의 위상 : 물량 관리 시에 업무 분장이 애매하여 모두가 하기 싫어하는 일들을, 일정을 맞춰야 한다는 이유로, 중간에 모두 도맡아서 처리해줘야 하는 경우가 많다.

부족한 보상 : 물량 처리 관련 업무가 많은데, 일정에 맞추기 위해 모두가 싫어하는 일을 도맡아 하면서도, 잘되면 당연하고 안되면 잘못한 것처럼 되는 경우가 많다.

근무 환경 : 온양 근무 중인데  거리 상 먼 것도 좋지는 않지만."
화성	CL2	Q3	.
온양	CL2	Q3	온양사업장은 휴게 공간이 충분하지 않습니다.
화성	CL2	Q3	"1. 성장기회  :  앞으로의 내 커리어가 어떻게될지 청사진이 그려지지 않는다.

2. 조직문화  :  업무시간으로 평가받는 분위기는 결국 없어질 수 없다고 느껴진다."
화성	CL2	Q3	상급자의 꼼꼼한 매니징이 장점도 있으나, 업무 시간 또는 효율성 측면에서 단점을 지니고 있다고 판단됩니다. 각 엔지니어의 상황을 고려하고 업무 목표에 따른 효율성을 고려하여 업무 진행이 개선되었으면 합니다.
화성	CL2	Q3	"부족한 보상 : S 직군으로서 보상 받기 힘듦. 어떠한 식으로 성과를 내야 적절한 보상을 받을 수 있는지 모르겠음. E 직군에 비해 항상 뒷전인것 같은 느낌을 받음

PE팀에서 어떻게 커리어를 쌓아야 할지 잘 모르겠음."
온양	CL2	Q3	"근무 환경 : 열약한 근무환경, 근무지로 인한 불가피하게 긴 통근거리, 대부분의 시스템이 매우 불편하다.

부족한 보상 : 양산 업무는 업무량에 비해 인정을 받지 못한다.

팀의 위상 : 잦은 양산 대응으로 스트레스가 많다."
화성	CL2	Q3	1) 부족한 보상 : 팀의 위상과도 직결되는 문제인데, 하는 업무에 비해 퍼포먼스가 타 팀에 비해서 잘 안나오는 것 같고, 을의 입장이라는 것이 느껴진다. 퍼포먼스에 대한 보상이 부족하다고 느껴진다.
화성	CL2	Q3	"[성장기회] : PE팀의 평가 엔지니어로써 후배 양성에도 진지하게 신경써주셨으면 좋겠습니다.

저년차는 양산업무나 간단한 PGM Revision등 반복적이고 기계적인 업무위주로 하고,

일이 급하다 보니 PGM Revision이나 평가를 무슨내용인지 정확히 파악하지 못하고 하고있는 경우가 많습니다.

업무에 치여서 관련내용을 제대로 공부할수있는 시간도 부족한것 같습니다.

그냥 이렇게 밀려 들어오는 업무를 해결하다보면 선배들처럼 제품이나 PGM에 대해 잘알게 되는건지 막연한 불안감이 있습니다."
화성	CL2	Q3	"개발/양산간 , 업무간 워라밸 차이로 인해 업무 강도가 달라 상대적 박탈감이 크며

팀 전체적으로도 업무량과 업무시간이 많은 편이어서 업무에 대한 만족도가 낮다."
화성	CL4	Q4	.
화성	CL2	Q4	PJT별 상대평가 비중을 크게 차이나게 만들었으면 좋겠다. 했던 일을 카운트해서 양산업무 대응도 당연히 하는 일이 아니라 실제로 한 일로 인정해줬으면 좋겠다.
온양	CL4	Q4	지켜봐야겠죠... 무엇을 어떻게 노력하는지...
화성	CL4	Q4	"팀 문화를 바꾸기 위해서는 개개인의 다름을 평가하지 말고 인정해줘야 한다고 생각한다.

그리고 쓸데없이 에너지를 소모하는 곳의 문제를 빨리 해결해야한다."
화성	CL4	Q4	"업무는 배워가면서 누구나 잘 할 수 있다고 생각되지만

현실은 상대방에 대한 업무 배려가 부족으로 특정인에게 집중되는 경향이 있음

: 우리부서만의 문제가 아닌 일반적인 사회현상으로 인성교육이 선행되어야 함"
화성	CL2	Q4	업무강도에 따른 인력 배분이 필요합니다.
화성	CL3	Q4	". 업무범위 명확하게 하고 일에 대한 부서간 주인찾기 (명확히 업무 영역 구분 필요)

. 엔지니어 의견에 진심 관심을 가지고 들을 필요가 있음. (자주 듣기, 많이 듣기, 진심으로 반영하기 등등)"
온양	CL2	Q4	혁신적인 업무도 중요하지만 양산업무에 대한 개선 및 대책도 시급하다고 생각됩니다.
화성	CL4	Q4	"솔직히 무엇이 문제인지도 잘 모르겠음.  팀에 일이 많은게 문제인가?  그럼 사람을 더 뽑아서 인당 업무를 감소시켜야 될텐데, 여기 일이 그런가?  장비도 충분치 않아서 사용하는 사람만 사용할 수 있을텐데 언제 본인 업무에서 Career를 쌓을 수 있을 건가?  MZ세대라는 실력도 없고 이기적인 애들의 행태도

회사를 다니는 건지?  학교를 다니는 건지?    개념없는 애들도 득실거리고.   세대가 변해도 회사내에 반드시 지켜야할, 변하지 않는 가치가 있을터인데 그런것들이 너무 무시되고 있는 듯해서 안타깝기만 하다.  이런 애들로 팀이 채워진다면, 애들 눈치만 보다가 얼마지나 팀 사라질 듯."
화성	CL2	Q4	PE팀 업무에 정체정이 점점 사라지고 있는 듯 합니다. 확실한 바운더리가 필요해 보입니다.
온양	CL3	Q4	근무지/업무 선택이 어느정도는 자유화되었으면, 업무 토론 분위기 정착
화성	CL2	Q4	PE에게 강력한 힘을 주세요.. 노예는 이제 그만..
화성	CL2	Q4	"수평적인 문화를 위해 존칭하면 좋겠습니다.

pe 업무에 대한 소개가 더 있으면 좋겠습니다."
화성	CL2	Q4	"성장기회 : PE팀만의 정체성을 찾고 기술을 발전시켜 나가야, 더 많은 인력이 본인의 역량을 키우기 위해 오려고 할 것

근무환경 : 조직구조를 바꿔 실무 분석 엔지니어에게 일이 몰리는 경향을 구조적으로 줄이는 것이 필요하다고 생각함. 또한, PTL 등 관리 인력 외에 기술적으로 우대 인력 포지션을 새로 생성해, 제품별 난제를 전체적으로 공유할 필요와 시니어 엔지니어의 기술적 능력이 퇴화되지 않도록 관리하는것이 중요하다고 생각함"
화성	CL4	Q4	모제품에 사람을 많이 넣어야 함
화성	CL4	Q4	0
화성	CL4	Q4	"이전 팀장님들 있을때 보다는 훨씬 나아졌지만 꼭 필요한 일 위주로 업무 진행될 수 있는 분위기 형성이 필요함.

아직도 성과는 별로 없는데 임원들에게 보여주기 위한 업무를 하는 사람들이 있음.

특히 자료 이쁘게 만들지 않아도 내용 전달되면 문제 없는 분위기 형성이 필요함."
화성	CL3	Q4	"1. 대인관계: 너무 끼리끼리, 텃세좀 그만 부리고, 열린 문화를 가졌으면 함..  회식때도  상호 자리 맡아줌. 

2. 보상 :  사소한 것도   좀 더 공평하게  신경 써 주었으면 함.

3. 선배 : 꼰대 기질이 아닌 열린 마음 가졌으면 함."
화성	CL3	Q4	모르겠습니다. 절이 싫으면 중이 떠나야 하는것 같습니다.
화성	CL4	Q4	모든 기회를 고성과자 중심으로 주는 방식에서 탈피, 일정 부분은 중간/저성과자에게 주는 방식도 좋을 것 같습니다(예를 들면 전체 TO중 30%는 중하위에 배분).
화성	CL4	Q4	"회사 / 실에서의  부서Role을 명확히 정의할 필요가 있으며 Role을 기반으로 한 업무 분야를 크기와 난이도 / 양성 시간에 맞게 세분화하고 기술 Ladder를 정의하여  일을 통해 기술(역량) 확보가 가능토록 하고 일정 과정을 거치면  전문가가 될 수 있도록 하여 기술적 자부심과 자긍심을 갖도록 해야 함. 

기술을 표준화하고 각 기술의 Rev.관리를 통해 축적과 발전이 되도록하여 팀 고유의 일(기술) 분야에서 최고의 전문가를 양성하는 팀이 되어야... 팀원 모두가 회사 생활을 마무리 할때 내가 30년 동안 축적한 기술이 있나? 내가 내세울 수 있는 기술이...? 라는  의문이 들지 않게 하는 것이 좋은 팀이지 않을까 함."
화성	CL4	Q4	/
온양	CL3	Q4	.
온양	CL2	Q4	"보상과 업무 강도 차이는 프로젝트간 업무 성향을 비교해가며 맞춰나가야 할 것 같습니다.

교육은 분위기 조성을 위해서 '교육 day'나 커리큘럼을 정하여 반강제로 특정인원은 수료하게끔 하여 분위기를 잡아나가는 것이 좋을 듯 합니다."
온양	CL4	Q4	분석설비 투자 지원(설명 : 사고방지 RISK 주요인인 PGM 이해 부족 항목도 분석설비 부족이 하나의 요인으로 생각함)
화성	CL3	Q4	사람이 바뀌지 않으면 안바뀜 절대로
온양	CL4	Q4	"연구반의 운영 및 유지에 대해서는 냉철한 시각에서 결과물에 대한 수시 점검이 필요해 보입니다.

연구반 인원에 대한 로테이션도 검토 필요해 보입니다. 연구 과제가 끝나면 인원들에 대한 원대 복귀후 재배치, 필요한 과제에 대한 연구 인원 한시적 모집 등도 필요해 보입니다."
온양	CL2	Q4	내가 원하는 site와 pjt에서 근무할 수 있게 이동 기회를 주면 좋을것 같습니다.
화성	CL4	Q4	.
화성	CL4	Q4	모제품의 업무를 자제품으로 횡전개하여 동일한 Data를 낼수 있게 해야하는데, 아직도 자제품은 모제품이 먼저하면 따라가기만 하고 있음. 모제품과 동일한 퍼포먼스를 낼수 있는 환경을 자제품에서도 구축하고 일을 나눠 진행하면 좋을 것으로 보입니다.
화성	CL3	Q4	"- 특정 PJT에 성과/고과 보상 몰림 방지

- 특정 PJT에 대한 고과 몰아주기 및 무제한적인 지원 지양"
화성	CL2	Q4	쉽지 않을 것 같습니다.
화성	CL3	Q4	"18시 이후에 근무를 하는 것에 대해서, 무엇인가 문제가 있고 비정상적이다 라는 생각을 팀 구성원 전체가 공감 해야 할 것 같습니다.

사고와 같은 긴급한 건이 아니면, 늦었으니 내일 해도 된다라는 여유가 있었으면 좋겠습니다."
화성	CL2	Q4	"회의를 없애야 한다. 줄이는 수준이 아니라 없어져야 한다. 우리 팀이 만들어내는 데이터 자체가 원류기술이 아니기 때문에 항상 관점을 설득시켜야 하고 , 이를 위해선 가장 쉽고 이해하기 쉽게 설명해야한다. 당연히 우리 팀 자료는 복잡할 수 밖에 없다. 그것을 이해시키기 위해서 만드는 자료이기에 심플하게 만들 수 없다고 생각한다.

추가적으로 후배 양성에 모두가 좀 신경썻으면 좋겠다. 자기 앞만보고 달리는 경주마 같다. 팀장은 전쟁에서 이겨야 전리품을 나눈다고 하는데. 이젠 싸울 병사가 없음을 기억하시길 바란다."
화성	CL3	Q4	"해결 방법이 없다. 이런게 우리의 업이라고 생각하고 있는데.. 

업이 이러면 보상이라도 혹은 인정이라도 받을 수 있으면 좋을 텐데..

사고 발생 물량의 진행 시 손실액과 PE팀 분석 및 구제방안 적용으로 구제된 액수 만큼 합당한 보상이 필요 하다고 생각됩니다"
온양	CL3	Q4	"화성 근무 희망자에 대해 화성에서 근무할 수 있도록 배치

TL보직 순환제

TL 평가가 안 좋으면 바로 교체될 수 있도록 조치 필요"
화성	CL2	Q4	"업무 시간은 고과 산정 시 주요 항목이 아니길 바랍니다.

양산 업무에 대해선 해결책이 있는지 사실 잘 모르겠습니다."
화성	CL2	Q4	ㅇ
